"typologie";"voie";"arrdt";"cycling_length"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE SEBASTOPOL";"3";"19.46986743"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE SEBASTOPOL";"3";"39.72258251"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE SEBASTOPOL";"3";"13.59364941"
"Pistes cyclables";"BOULEVARD GARIBALDI";"15";"9.06170062"
"Couloirs de bus ouverts aux vélos";"RUE DE RENNES";"6";"31.5435049"
"Bandes cyclables";"RUE ROSSINI";"9";"54.72777666"
"Bandes cyclables";"BOULEVARD MASSENA";"13";"15.18130749"
"Pistes cyclables";"AVENUE DE LA PORTE DE VITRY";"13";"6.85625417"
"Bandes cyclables";"BOULEVARD GARIBALDI";"15";"4.17223801"
"Bandes cyclables";"BOULEVARD GARIBALDI";"15";"7.94942036"
"Bandes cyclables";"RUE DE L AQUEDUC";"10";"22.14250405"
"Bandes cyclables";"RUE LAFAYETTE";"10";"19.10986534"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT MICHEL";"6";"36.89028752"
"Bandes cyclables";"RUE DE LA LUNE";"2";"21.59048945"
"Couloirs de bus ouverts aux vélos";"RUE BEAUBOURG";"3";"16.15262693"
"Couloirs de bus ouverts aux vélos";"RUE DU FAUBOURG SAINT-DENIS";"10";"73.1670147"
"Couloirs de bus ouverts aux vélos";"RUE DU HUIT MAI 1945";"10";"80.01133997"
"Pistes cyclables";"PLACE NATIONALE";"13";"8.18119288"
"Pistes cyclables";"PLACE NATIONALE";"13";"3.13496745"
"Bandes cyclables";"RUE BAPTISTE RENARD";"13";"37.1382815"
"Pistes cyclables";"BOULEVARD DE LA BASTILLE";"12";"117.27732652"
"Bandes cyclables";"RUE POPINCOURT";"11";"104.15908263"
"Pistes cyclables";"BOULEVARD DE LA BASTILLE";"12";"8.97909545"
"Pistes cyclables";"BOULEVARD PONIATOWSKI";"12";"99.74469554"
"Couloirs de bus ouverts aux vélos";"RUE DE LYON";"12";"90.46638696"
"Couloirs de bus ouverts aux vélos";"RUE DE LYON";"12";"47.47027246"
"Bandes cyclables";"PLACE ALPHONSE LAVERAN";"5";"9.75499931"
"Pistes cyclables";"AVENUE DE LA PORTE DE VITRY";"13";"21.53480042"
"Pistes cyclables";"BOULEVARD DU GENERAL JEAN SIMON";"13";"230.00332225"
"Couloirs de bus ouverts aux vélos";"RUE DE PATAY";"13";"311.0384951"
"Pistes cyclables";"RUE JEAN-PIERRE TIMBAUD";"11";"136.75229998"
"Pistes cyclables";"RUE JEAN-PIERRE TIMBAUD";"11";"23.72407269"
"Bandes cyclables";"BOULEVARD DE BERCY";"12";"151.59379588"
"Bandes cyclables";"BOULEVARD DE BERCY";"12";"36.85633875"
"Bandes cyclables";"RUE DE BERCY";"12";"47.96302805"
"Bandes cyclables";"BOULEVARD DE GRENELLE";"15";"19.18270553"
"Couloirs de bus ouverts aux vélos";"RUE LAFAYETTE";"10";"107.33865805"
"Couloirs de bus ouverts aux vélos";"RUE LAFAYETTE";"9";"99.16429225"
"Pistes cyclables";"QUAI D ORSAY";"7";"15.76316228"
"Bandes cyclables";"Boulevard Berthier";"17";"34.15763442"
"Pistes cyclables";"Rue Saint-Antoine";"4";"14.5737289"
"Pistes cyclables";"Rue Saint-Antoine";"4";"12.83207642"
"Pistes cyclables";"Rue Saint-Antoine";"4";"9.13987431"
"Pistes cyclables";"Boulevard Arago";"13";"13.70500209"
"Pistes cyclables";"BOULEVARD GARIBALDI";"15";"12.59701929"
"Pistes cyclables";"BOULEVARD GARIBALDI";"15";"28.04825282"
"Pistes cyclables";"RUE DES DOCTEURS DEJERINE";"20";"35.49667518"
"Bandes cyclables";"RUE DES MARTYRS";"18";"39.90490879"
"Couloirs de bus ouverts aux vélos";"PLACE KOSSUTH";"9";"9.61982052"
"Pistes cyclables";"Avenue de la Grande Armée";"16";"23.40968321"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"25.67972027"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"15.7748804"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"9.91522939"
"Pistes cyclables";"Rue Froidevaux";"14";"302.54295035"
"Pistes cyclables";"BOULEVARD SAINT-MARTIN";"3";"7.55802452"
"Bandes cyclables";"Rue de Fourcy";"4";"105.37272853"
"Pistes cyclables";"Avenue des Champs-Elysées";"8";"6.22619923"
"Pistes cyclables";"Rue Saint-Antoine";"4";"19.27167133"
"Bandes cyclables";"Avenue Franklin Delano Roosevelt";"8";"26.78473497"
"Pistes cyclables";"Rue de Turbigo";"3";"347.19911736"
"Pistes cyclables";"Place de l'Alma";"16";"8.94809303"
"Pistes cyclables";"Place de l'Alma";"16";"8.04798446"
"Couloirs de bus ouverts aux vélos";"Rue de Tolbiac";"13";"124.53042776"
"Couloirs de bus ouverts aux vélos";"AVENUE DU GENERAL LECLERC";"14";"17.70054578"
"Bandes cyclables";"Boulevard Bessières";"17";"4.66630638"
"Pistes cyclables";"PLACE DU 25 AOUT 1944";"14";"10.79822496"
"Pistes cyclables";"BOULEVARD MASSENA";"13";"57.22127154"
"Pistes cyclables";"Rue de Presbourg";"16";"24.31640323"
"Pistes cyclables";"Rue de Presbourg";"16";"48.06711693"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"7";"53.64364845"
"Pistes cyclables";"BOULEVARD DAVOUT";"20";"33.20544768"
"Pistes cyclables";"PLACE DE LA PORTE DE BAGNOLET";"20";"22.10097141"
"Couloirs de bus ouverts aux vélos";"RUE REAUMUR";"2";"51.8996148"
"Couloirs de bus ouverts aux vélos";"Boulevard Beaumarchais";"4";"61.74650313"
"Pistes cyclables";"Avenue de Flandre";"19";"28.69487272"
"Couloirs de bus ouverts aux vélos";"Boulevard Beaumarchais";"11";"43.09685661"
"Bandes cyclables";"Boulevard Berthier";"17";"12.56528831"
"Bandes cyclables";"Boulevard Berthier";"17";"50.82477939"
"Pistes cyclables";"Boulevard Berthier";"17";"10.65286431"
"Pistes cyclables";"Avenue Franklin Roosevelt";"8";"21.32609124"
"Pistes cyclables";"Avenue Franklin Roosevelt";"8";"19.4748102"
"Pistes cyclables";"Rue de Rivoli";"4";"7.53209551"
"Pistes cyclables";"Rue de Rivoli";"4";"55.40685588"
"Pistes cyclables";"Rue de Rivoli";"4";"4.20586138"
"Pistes cyclables";"PORTE D AUBERVILLIERS";"19";"17.88840963"
"Pistes cyclables";"Avenue de la Porte d'Ivry";"13";"10.32223245"
"Pistes cyclables";"Boulevard de Picpus";"12";"7.88056503"
"Pistes cyclables";"QUAI PANHARD ET LEVASSOR";"13";"3.21872835"
"Couloirs de bus ouverts aux vélos";"BOULEVARD HAUSSMANN";"8";"58.65275507"
"Pistes cyclables";"Boulevard de Picpus";"12";"20.3734332"
"Pistes cyclables";"QUAI DE VALMY";"10";"20.81602346"
"Pistes cyclables";"Rue de Courcelles";"17";"37.87686345"
"Pistes cyclables";"Rue de Courcelles";"17";"69.52865676"
"Bandes cyclables";"Place de la Porte de Champerret";"17";"18.19128606"
"Bandes cyclables";"Boulevard Berthier";"17";"6.87271454"
"Pistes cyclables";"Boulevard Voltaire";"11";"38.16916844"
"Pistes cyclables";"Rue de Turbigo";"1";"3.37565578"
"Bandes cyclables";"RUE SAINT-DENIS";"2";"13.27513982"
"Bandes cyclables";"BOULEVARD EXELMANS";"16";"10.21961865"
"Pistes cyclables";"Rue Saint-Just";"17";"57.94702495"
"Pistes cyclables";"Rue Riquet";"18";"28.21963576"
"Couloirs de bus ouverts aux vélos";"Rue Jean Cocteau";"18";"340.67278219"
"Pistes cyclables";"BOULEVARD PONIATOWSKI";"12";"99.87055851"
"Couloirs de bus ouverts aux vélos";"PLACE VALHUBERT";"13";"9.47433131"
"Couloirs de bus ouverts aux vélos";"PLACE VALHUBERT";"13";"9.47427637"
"Bandes cyclables";"Rue Jean Cocteau";"18";"13.07304404"
"Bandes cyclables";"Avenue de Clichy";"17";"24.06421698"
"Pistes cyclables";"Rond-pont du Pont Mirabeau";"15";"20.22997969"
"Pistes cyclables";"Place de la Concorde";"8";"100.39422104"
"Pistes cyclables";"Place de la Concorde";"8";"93.13307188"
"Couloirs de bus ouverts aux vélos";"RUE DE PARADIS";"10";"189.76187453"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DIDEROT";"12";"31.65969985"
"Bandes cyclables";"Rue des Bois";"19";"188.64729739"
"Bandes cyclables";"Rue des Bois";"19";"34.43739983"
"Pistes cyclables";"BOULEVARD SAINT JACQUES";"14";"15.1005946"
"Pistes cyclables";"Place des Insurgés de Varsovie";"15";"24.04786764"
"Pistes cyclables";"Place des Insurgés de Varsovie";"15";"19.27226845"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"14.45752061"
"Pistes cyclables";"BOULEVARD DE MAGENTA";"10";"6.76294549"
"Bandes cyclables";"BOULEVARD HENRI IV";"4";"20.40491995"
"Pistes cyclables";"Rue de Rivoli";"4";"5.51477824"
"Bandes cyclables";"AVENUE DAUMESNIL";"12";"13.96821725"
"Couloirs de bus ouverts aux vélos";"Place de l'Ecole Militaire";"7";"32.67078791"
"Pistes cyclables";"Place des Insurgés de Varsovie";"15";"5.46168807"
"Pistes cyclables";"Place des Insurgés de Varsovie";"15";"10.77176074"
"Pistes cyclables";"Place des Insurgés de Varsovie";"15";"19.26673509"
"Pistes cyclables";"BOULEVARD GOUVION SAINT CYR";"17";"14.46161816"
"Bandes cyclables";"Rue Bonaparte";"6";"260.13994672"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"29.5516693"
"Pistes cyclables";"AVENUE DAUMESNIL";"12";"21.91076294"
"Couloirs de bus ouverts aux vélos";"AVENUE VICTORIA";"4";"79.97194127"
"Bandes cyclables";"Rue de la Procession";"14";"168.38412772"
"Pistes cyclables";"Rue Van Gogh";"12";"27.40060478"
"Bandes cyclables";"Rue Duranton";"15";"293.20285309"
"Pistes cyclables";"Rue Jean Antoine de Baïf";"13";"18.46801887"
"Bandes cyclables";"Rue Léo Fränkel";"13";"45.25218356"
"Bandes cyclables";"Rue François Ier";"8";"9.93770183"
"Bandes cyclables";"Rue Linois";"15";"32.7793021"
"Pistes cyclables";"Boulevard de Grenelle";"15";"74.16284394"
"Bandes cyclables";"Rue Notre-Dame des Champs";"6";"144.40273619"
"Pistes cyclables";"Rue Lecourbe";"15";"75.07653328"
"Pistes cyclables";"Rue Didot";"14";"36.48218751"
"Bandes cyclables";"Rue Balard";"15";"156.24082192"
"Pistes cyclables";"AVENUE DE FRANCE";"13";"8.07729697"
"Pistes cyclables";"BOULEVARD JOURDAN";"14";"275.05895416"
"Pistes cyclables";"BOULEVARD BRUNE";"14";"141.89858035"
"Pistes cyclables";"BOULEVARD BRUNE";"14";"313.20598518"
"Pistes cyclables";"BOULEVARD BRUNE";"14";"42.33703782"
"Pistes cyclables";"BOULEVARD LEFEBVRE";"15";"111.37173978"
"Pistes cyclables";"BOULEVARD VICTOR";"15";"8.62286788"
"Bandes cyclables";"Rue de l'Amiral Mouchez";"14";"67.7521306"
"Pistes cyclables";"BOULEVARD DU GENERAL MARTIAL VALIN";"15";"268.13997003"
"Pistes cyclables";"BOULEVARD LEFEBVRE";"15";"9.81952425"
"Couloirs de bus ouverts aux vélos";"Rue de Rivoli";"1";"15.13786716"
"Couloirs de bus ouverts aux vélos";"RUE DE RIVOLI";"1";"32.66477127"
"Pistes cyclables";"BOULEVARD DU GENERAL MARTIAL VALIN";"15";"13.40411761"
"Bandes cyclables";"BOULEVARD EXELMANS";"16";"19.00589094"
"Bandes cyclables";"BOULEVARD EXELMANS";"16";"273.10489112"
"Bandes cyclables";"BOULEVARD EXELMANS";"16";"70.88705156"
"Pistes cyclables";"BOULEVARD EXELMANS";"16";"69.57514657"
"Bandes cyclables";"PONT DU GARIGLIANO";"15";"16.81358267"
"Bandes cyclables";"RUE DE CONSTANTINE";"7";"6.16422081"
"Pistes cyclables";"BOULEVARD BRUNE";"14";"7.93573688"
"Pistes cyclables";"BOULEVARD KELLERMANN";"13";"5.28375785"
"Bandes cyclables";"AVENUE DU MARECHAL GALLIENI";"7";"92.01357192"
"Pistes cyclables";"RUE DE CONSTANTINE";"7";"5.2948756"
"Pistes cyclables";"BOULEVARD JOURDAN";"14";"28.05036436"
"Pistes cyclables";"BOULEVARD JOURDAN";"14";"277.07803383"
"Pistes cyclables";"BOULEVARD JOURDAN";"14";"364.58459719"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"7";"53.9100343"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"7";"98.77214153"
"Pistes cyclables";"COURS LA REINE";"8";"105.31138989"
"Couloirs de bus ouverts aux vélos";"QUAI DES TUILERIES";"1";"53.56462133"
"Couloirs de bus ouverts aux vélos";"QUAI FRANCOIS MITTERRAND";"1";"169.74257826"
"Bandes cyclables";"RUE SAINT ANDRE DES ARTS";"6";"42.954991"
"Couloirs de bus ouverts aux vélos";"BOULEVARD RASPAIL";"6";"34.3302869"
"Couloirs de bus ouverts aux vélos";"RUE DE VOUILLE";"14";"13.4065303"
"Couloirs de bus ouverts aux vélos";"RUE DE LA CONVENTION";"15";"104.43603645"
"Bandes cyclables";"AVENUE FOCH";"16";"32.27813867"
"Bandes cyclables";"PLACE DU MARECHAL DE LATTRE DE TASSIGNY";"16";"59.54346063"
"Couloirs de bus ouverts aux vélos";"RUE DE SEVRES";"6";"147.99112486"
"Couloirs de bus ouverts aux vélos";"AVENUE DU GENERAL LECLERC";"14";"53.88175126"
"Pistes cyclables";"BOULEVARD PASTEUR";"15";"74.44276611"
"Couloirs de bus ouverts aux vélos";"BOULEVARD PASTEUR";"15";"172.43964571"
"Pistes cyclables";"ALLEE DE LONGCHAMP";"16";"12.98531393"
"Couloirs de bus ouverts aux vélos";"AVENUE DE MALAKOFF";"16";"169.28541322"
"Couloirs de bus ouverts aux vélos";"AVENUE DU MAINE";"14";"27.46729436"
"Pistes cyclables";"RUE FRIANT";"14";"234.65853622"
"Pistes cyclables";"RUE FRIANT";"14";"13.14904026"
"Couloirs de bus ouverts aux vélos";"AVENUE DU GENERAL LECLERC";"14";"38.30583671"
"Couloirs de bus ouverts aux vélos";"RUE D ALESIA";"14";"53.95808097"
"Couloirs de bus ouverts aux vélos";"RUE D ALESIA";"14";"132.57244835"
"Couloirs de bus ouverts aux vélos";"RUE D ALESIA";"14";"265.02829219"
"Couloirs de bus ouverts aux vélos";"RUE D ALESIA";"14";"14.78637284"
"Pistes cyclables";"PLACE DE LA PORTE MAILLOT";"16";"43.01896919"
"Pistes cyclables";"AVENUE DE LA GRANDE ARMEE";"16";"1.76413369"
"Pistes cyclables";"AVENUE DU MARECHAL MAUNOURY";"16";"8.56828269"
"Pistes cyclables";"PLACE DE LA PORTE DE PASSY";"16";"78.38776785"
"Couloirs de bus ouverts aux vélos";"Place de la Madeleine";"8";"97.1981807"
"Couloirs de bus ouverts aux vélos";"Place de la Madeleine";"8";"109.87073718"
"Pistes cyclables";"AVENUE DU MARECHAL FAYOLLE";"16";"461.92185338"
"Pistes cyclables";"ALLEE DES FORTIFICATIONS";"16";"937.53689767"
"Pistes cyclables";"PLACE DE LA PORTE D AUTEUIL";"16";"10.1489595"
"Pistes cyclables";"PONT DE BIR HAKEIM";"16";"119.23829091"
"Bandes cyclables";"AVENUE DE SAINT CLOUD";"16";"50.88131015"
"Bandes cyclables";"PLACE DE COLOMBIE";"16";"51.74488976"
"Bandes cyclables";"AVENUE HENRI MARTIN";"16";"37.94196873"
"Bandes cyclables";"RUE DES SABLONS";"16";"105.14697075"
"Couloirs de bus ouverts aux vélos";"RUE DE L AMIRAL MOUCHEZ";"13";"59.99949526"
"Pistes cyclables";"BOULEVARD JOURDAN";"14";"11.24448506"
"Pistes cyclables";"AVENUE DE FRANCE";"13";"8.55593912"
"Couloirs de bus ouverts aux vélos";"RUE DE RIVOLI";"1";"15.96408332"
"Bandes cyclables";"BOULEVARD MALESHERBES";"8";"43.44070256"
"Pistes cyclables";"BOULEVARD VICTOR";"15";"191.86413875"
"Pistes cyclables";"BOULEVARD KELLERMANN";"13";"349.75158916"
"Pistes cyclables";"AVENUE CLAUDE REGAUD";"13";"16.25648089"
"Couloirs de bus ouverts aux vélos";"RUE DE DIJON";"12";"71.33919652"
"Bandes cyclables";"RUE PROUDHON";"12";"15.27798529"
"Couloirs de bus ouverts aux vélos";"AVENUE DE VERSAILLES";"16";"105.91323729"
"Pistes cyclables";"BOULEVARD BRUNE";"14";"5.67954843"
"Pistes cyclables";"BOULEVARD BRUNE";"14";"5.79822789"
"Pistes cyclables";"BOULEVARD BRUNE";"14";"5.76029806"
"Pistes cyclables";"BOULEVARD BRUNE";"14";"7.80866373"
"Pistes cyclables";"BOULEVARD BRUNE";"14";"29.09380112"
"Pistes cyclables";"BOULEVARD MASSENA";"13";"4.42977707"
"Pistes cyclables";"BOULEVARD MASSENA";"13";"19.5531883"
"Bandes cyclables";"RUE DE CONSTANTINE";"7";"6.22983432"
"Pistes cyclables";"RUE DE CONSTANTINE";"7";"15.58370456"
"Pistes cyclables";"RUE DE CONSTANTINE";"7";"53.62845101"
"Couloirs de bus ouverts aux vélos";"AVENUE DE VERSAILLES";"16";"363.38575681"
"Pistes cyclables";"RUE HENRY FARMAN";"15";"208.32104143"
"Bandes cyclables";"RUE HENRY FARMAN";"15";"31.85208181"
"Pistes cyclables";"RUE HENRY FARMAN";"15";"102.99473984"
"Couloirs de bus ouverts aux vélos";"RUE DE VAUGIRARD";"15";"101.68243972"
"Pistes cyclables";"BOULEVARD JOURDAN";"14";"27.25382377"
"Pistes cyclables";"BOULEVARD KELLERMANN";"13";"14.54102137"
"Pistes cyclables";"BOULEVARD MASSENA";"13";"81.1306966"
"Couloirs de bus ouverts aux vélos";"BOULEVARD RASPAIL";"14";"14.81733099"
"Couloirs de bus ouverts aux vélos";"BOULEVARD RASPAIL";"6";"24.58512106"
"Couloirs de bus ouverts aux vélos";"BOULEVARD RASPAIL";"6";"56.07131931"
"Pistes cyclables";"PLACE MARCEL CERDAN";"15";"29.18076193"
"Bandes cyclables";"RUE DU COMMANDANT RENE MOUCHOTTE";"14";"19.63073483"
"Couloirs de bus ouverts aux vélos";"BOULEVARD PASTEUR";"15";"10.92569981"
"Couloirs de bus ouverts aux vélos";"AVENUE DU MAINE";"14";"36.39305915"
"Pistes cyclables";"RUE FRIANT";"14";"20.01335752"
"Bandes cyclables";"PLACE DE CATALOGNE";"14";"41.98929618"
"Pistes cyclables";"AVENUE DE MALAKOFF";"16";"8.89908941"
"Pistes cyclables";"Avenue Louis Barthou";"16";"23.36838678"
"Couloirs de bus ouverts aux vélos";"Place de la Madeleine";"1";"12.52670296"
"Pistes cyclables";"AVENUE DE SAINT CLOUD";"16";"25.24378045"
"Pistes cyclables";"AVENUE DE SAINT CLOUD";"16";"25.45373926"
"Pistes cyclables";"ROUTE DES LACS A PASSY";"16";"37.8940916"
"Pistes cyclables";"AVENUE DU MARECHAL FRANCHET D ESPEREY";"16";"4.55454588"
"Pistes cyclables";"BOULEVARD SUCHET";"16";"15.91515269"
"Couloirs de bus ouverts aux vélos";"AVENUE MARCEAU";"16";"8.55908613"
"Bandes cyclables";"PONT DE L ALMA";"7";"64.57601632"
"Couloirs de bus ouverts aux vélos";"AVENUE DU PRESIDENT KENNEDY";"16";"156.18036928"
"Couloirs de bus ouverts aux vélos";"AVENUE DU PRESIDENT KENNEDY";"16";"37.74069202"
"Pistes cyclables";"PLACE TATTEGRAIN";"16";"23.48389106"
"Pistes cyclables";"AVENUE HENRI MARTIN";"16";"12.11806924"
"Pistes cyclables";"AVENUE GEORGES MENDEL";"16";"17.7128957"
"Pistes cyclables";"ROUTE DE SEVRES A NEUILLY";"16";"7.70940943"
"Pistes cyclables";"PONT DE BIR HAKEIM";"16";"5.49714028"
"Pistes cyclables";"AVENUE GEORGES MANDEL";"16";"327.15593637"
"Bandes cyclables";"BOULEVARD LANNES";"16";"50.43262364"
"Bandes cyclables";"AVENUE DE SAINT CLOUD";"16";"35.14927185"
"Pistes cyclables";"ROUTE DES MOULINS";"16";"13.3730755"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"39.62643625"
"Bandes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"31.92927159"
"Pistes cyclables";"BOULEVARD AUGUSTE BLANQUI";"13";"13.70345514"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT JACQUES";"14";"77.43122307"
"Pistes cyclables";"BOULEVARD SAINT JACQUES";"14";"59.77677241"
"Pistes cyclables";"RUE HALLE";"14";"5.15898101"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE PORT ROYAL";"13";"37.14114531"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE PORT ROYAL";"13";"37.91008309"
"Bandes cyclables";"RUE DU PERE CORENTIN";"14";"19.33796388"
"Bandes cyclables";"RUE DU PERE CORENTIN";"14";"17.59738366"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"5";"20.74188623"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"5";"20.05828029"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DES INVALIDES";"7";"11.43038099"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"6";"66.60803691"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SAINT GERMAIN";"6";"37.95255876"
"Pistes cyclables";"QUAI DE L HOTEL DE VILLE";"4";"8.01588735"
"Bandes cyclables";"QUAI DE L HOTEL DE VILLE";"4";"29.08756868"
"Pistes cyclables";"QUAI DES CELESTINS";"4";"5.1339077"
"Pistes cyclables";"RUE DES ARTISTES";"14";"4.78869891"
"Bandes cyclables";"RUE GUYNEMER";"6";"43.17732301"
"Bandes cyclables";"RUE GUYNEMER";"6";"19.12086928"
"Bandes cyclables";"PONT DE SULLY";"4";"97.12974082"
"Bandes cyclables";"RUE DE LOBAU";"4";"30.01621072"
"Pistes cyclables";"RUE DE LOBAU";"4";"15.81511635"
"Couloirs de bus ouverts aux vélos";"AVENUE DES GOBELINS";"5";"81.4929778"
"Pistes cyclables";"PONT MORLAND";"4";"47.98849405"
"Pistes cyclables";"COURS ALBERT 1ER";"8";"9.83171697"
"Pistes cyclables";"COURS ALBERT 1ER";"8";"585.08389092"
"Pistes cyclables";"QUAI DE LA RAPEE";"12";"9.9228181"
"Pistes cyclables";"AVENUE D ITALIE";"13";"45.00361821"
"Pistes cyclables";"PLACE NATIONALE";"13";"32.66731561"
"Pistes cyclables";"BOULEVARD VINCENT AURIOL";"13";"331.98218654"
"Couloirs de bus ouverts aux vélos";"AVENUE DES GOBELINS";"13";"19.820903"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE L HOPITAL";"13";"52.32815014"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE L HOPITAL";"13";"19.34288076"
"Bandes cyclables";"PLACE VALHUBERT";"5";"30.69168381"
"Bandes cyclables";"Boulevard Bessières";"17";"39.18580562"
"Bandes cyclables";"Boulevard Bessières";"17";"3.32905178"
"Pistes cyclables";"BOULEVARD VINCENT AURIOL";"13";"38.31564081"
"Couloirs de bus ouverts aux vélos";"RUE DE RIVOLI";"1";"15.21738915"
"Pistes cyclables";"SOUTERRAIN D AUSTERLITZ";"13";"78.6860972"
"Couloirs de bus ouverts aux vélos";"AVENUE MYRON HERRICK";"8";"28.65465565"
"Bandes cyclables";"PLACE DE LA REPUBLIQUE";"11";"17.59353705"
"Bandes cyclables";"PLACE DE LA REPUBLIQUE";"11";"18.14369373"
"Pistes cyclables";"PLACE DE LA REPUBLIQUE";"11";"23.05372207"
"Pistes cyclables";"QUAI DE LA MARNE";"19";"510.31468289"
"Pistes cyclables";"QUAI DE LA MARNE";"19";"105.23926538"
"Couloirs de bus ouverts aux vélos";"AVENUE DE LA PORTE D ASNIERES";"17";"76.33363171"
"Bandes cyclables";"RUE DE GRAVELLE";"12";"141.81850402"
"Couloirs de bus ouverts aux vélos";"AVENUE DES TERNES";"17";"84.28754981"
"Couloirs de bus ouverts aux vélos";"AVENUE MAC MAHON";"17";"43.24471109"
"Pistes cyclables";"BOULEVARD NEY";"18";"153.50820833"
"Pistes cyclables";"RUE EMILE BOLLAERT";"19";"341.39440534"
"Pistes cyclables";"RUE RENE BIDET";"18";"143.92169938"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE BELLEVILLE";"20";"183.87532273"
"Bandes cyclables";"BOULEVARD DE LA CHAPELLE";"18";"10.29111974"
"Pistes cyclables";"AVENUE DE LA PORTE DES POISSONNIERS";"18";"20.74600402"
"Pistes cyclables";"BOULEVARD DE LA CHAPELLE";"18";"30.02059509"
"Pistes cyclables";"BOULEVARD MORTIER";"20";"153.52845241"
"Bandes cyclables";"RUE DU CAMBODGE";"20";"40.43745116"
"Pistes cyclables";"RUE DAMREMONT";"18";"7.32425568"
"Pistes cyclables";"AVENUE DE LA PORTE DES LILAS";"19";"58.33169568"
"Pistes cyclables";"BOULEVARD DE DOUAUMONT";"17";"23.93719401"
"Bandes cyclables";"BOULEVARD DE DOUAUMONT";"17";"145.04577927"
"Pistes cyclables";"BOULEVARD D INDOCHINE";"19";"165.37650179"
"Bandes cyclables";"RUE BELGRAND";"20";"53.93290216"
"Bandes cyclables";"RUE BELGRAND";"20";"23.15819753"
"Bandes cyclables";"RUE DE LA TOMBE ISSOIRE";"14";"26.05936213"
"Pistes cyclables";"AVENUE DE LA PORTE DE VINCENNES";"20";"14.40805848"
"Pistes cyclables";"BOULEVARD CARNOT";"12";"41.718086"
"Pistes cyclables";"RUE EDOUARD LARTET";"12";"56.38619989"
"Bandes cyclables";"BOULEVARD DE LA VILLETTE";"19";"30.69218438"
"Couloirs de bus ouverts aux vélos";"BOULEVARD DE BELLEVILLE";"20";"28.15209802"
"Pistes cyclables";"BOULEVARD DE MENILMONTANT";"20";"20.36768236"
"Pistes cyclables";"AVENUE DE LA PORTE DES POISSONNIERS";"18";"6.80457608"
"Pistes cyclables";"AVENUE DE LA PORTE DES POISSONNIERS";"18";"26.93326037"
"Bandes cyclables";"BOULEVARD MALESHERBES";"17";"49.81763015"
"Pistes cyclables";"BOULEVARD MORTIER";"20";"67.31888503"
"Pistes cyclables";"PLACE DE LA PORTE DE BAGNOLET";"20";"5.1314362"
"Couloirs de bus ouverts aux vélos";"AVENUE DE LA PORTE DE CLIGNANCOURT";"18";"16.48642776"
"Pistes cyclables";"COURS DES MARECHAUX";"12";"166.67346355"
"Pistes cyclables";"COURS DES MARECHAUX";"12";"20.22082456"
"Couloirs de bus ouverts aux vélos";"AVENUE CORENTIN CARIOU";"19";"31.01130611"
"Pistes cyclables";"PORTE DE VINCENNES";"20";"34.97015446"
"Pistes cyclables";"PORTE DE VINCENNES";"12";"9.84510565"
"Couloirs de bus ouverts aux vélos";"BOULEVARD SERURIER";"19";"32.38448406"
"Pistes cyclables";"AVENUE COURTELINE";"12";"77.13310678"
"Bandes cyclables";"AVENUE COURTELINE";"12";"31.71787101"
"Pistes cyclables";"BOULEVARD DE PICPUS";"12";"25.76783466"
"Pistes cyclables";"BOULEVARD SOULT";"12";"39.21652529"
"Pistes cyclables";"BOULEVARD SOULT";"12";"30.4830292"
"Pistes cyclables";"BOULEVARD DE MENILMONTANT";"20";"11.8463628"
"Bandes cyclables";"BOULEVARD DE CHARONNE";"20";"6.56611522"
"Pistes cyclables";"BOULEVARD DE CHARONNE";"20";"44.835696"
"Pistes cyclables";"BOULEVARD DE CHARONNE";"20";"24.88093784"
"Pistes cyclables";"QUAI FRANCOIS MAURIAC";"13";"474.57479719"
