"voie";"arrdt";"cycling_length"
"Avenue de Clichy";"17";"18.03061315"
"Avenue de Clichy";"17";"5.26036726"
"AVENUE DE SAINT CLOUD";"16";"18.06373728"
"RUE DU CHATEAU DES RENTIERS";"13";"170.87583534"
"Rue de la Poterne des Peupliers";"13";"24.82340778"
"Rue de la Poterne des Peupliers";"13";"32.30691621"
"BOULEVARD SOULT";"12";"26.6835605"
"BOULEVARD MORTIER";"20";"4.80253357"
"PLACE DE LA NATION";"11";"33.50103993"
"BOULEVARD DE MAGENTA";"10";"28.73312155"
"Rue Riquet";"19";"44.19050008"
"Place des Insurgés de Varsovie";"15";"1.36522794"
"BOULEVARD AUGUSTE BLANQUI";"13";"26.03826512"
"AVENUE D ITALIE";"13";"44.16289643"
"AVENUE D ITALIE";"13";"73.91782942"
"RUE JEANNE D ARC";"13";"335.01785261"
"QUAI PANHARD ET LEVASSOR";"13";"61.23679042"
"BOULEVARD VINCENT AURIOL";"13";"14.26322074"
"RUE NATIONALE";"13";"61.53125717"
"QUAI DE LA RAPEE";"12";"68.96583792"
"Boulevard Bessières";"17";"3.90700095"
"BOULEVARD VINCENT AURIOL";"13";"19.39608162"
"PONT DE BERCY";"13";"92.09148906"
"QUAI DE BERCY";"12";"13.37272688"
"QUAI PANHARD ET LEVASSOR";"13";"6.2518666"
"PONT NOTRE DAME";"4";"105.59130056"
"AVENUE DE FRANCE";"13";"8.39418062"
"PLACE DE LA MADELEINE";"8";"61.20626581"
"BOULEVARD BRUNE";"14";"7.84817785"
"BOULEVARD LEFEBVRE";"15";"118.9762715"
"PLACE DE LA PORTE DE VERSAILLES";"15";"17.45094607"
"BOULEVARD JOURDAN";"14";"6.65220646"
"BOULEVARD EXELMANS";"16";"23.19862058"
"BOULEVARD BRUNE";"14";"57.61037265"
"BOULEVARD BRUNE";"14";"21.64000053"
"BOULEVARD MASSENA";"13";"88.73277963"
"BOULEVARD KELLERMANN";"13";"13.29764064"
"BOULEVARD KELLERMANN";"13";"122.38369791"
"BOULEVARD KELLERMANN";"13";"102.40854164"
"AVENUE DE LA PORTE D ITALIE";"13";"21.43315104"
"BOULEVARD KELLERMANN";"13";"39.47506731"
"RUE SAINT ANDRE DES ARTS";"6";"10.55878083"
"Rue Vercingétorix";"14";"177.04048637"
"RUE VERCINGETORIX";"14";"158.3210097"
"BOULEVARD DE GRENELLE";"15";"23.74023277"
"ALLEE DE LONGCHAMP";"16";"8.72234118"
"RUE FRIANT";"14";"28.95172383"
"PLACE DE CATALOGNE";"14";"9.20824002"
"AVENUE DE MALAKOFF";"16";"11.14183176"
"BOULEVARD THIERRY DE MARTEL";"16";"7.58466112"
"PONT D IENA";"7";"7.48202858"
"PLACE TATTEGRAIN";"16";"22.79056786"
"AVENUE DU MARECHAL FAYOLLE";"16";"459.32871864"
"AVENUE HENRI MARTIN";"16";"14.67673775"
"VOIE AZ 16";"16";"7.22466301"
"BOULEVARD AUGUSTE BLANQUI";"13";"30.24545012"
"BOULEVARD AUGUSTE BLANQUI";"13";"19.89429951"
"RUE DE L OUEST";"14";"16.81995138"
"RUE DU FAUBOURG SAINT JACQUES";"14";"14.67588016"
"RUE DE LA TOMBE ISSOIRE";"14";"21.38966119"
"Avenue de Flandre";"19";"1421.87872622"
"RUE DU COMMANDEUR";"14";"6.25724063"
"BOULEVARD SAINT GERMAIN";"5";"39.09324189"
"RUE DE LA TOMBE ISSOIRE";"14";"21.02209111"
"RUE DE LA TOMBE ISSOIRE";"14";"6.57276672"
"RUE DE LA TOMBE ISSOIRE";"14";"12.23871383"
"QUAI DE L HOTEL DE VILLE";"4";"114.09038482"
"BOULEVARD DES INVALIDES";"7";"12.76103571"
"RUE DE LA TOMBE ISSOIRE";"14";"58.14529814"
"RUE DE LA TOMBE ISSOIRE";"14";"21.47243702"
"RUE SAINT YVES";"14";"4.96466756"
"RUE GUYNEMER";"6";"10.27087268"
"QUAI DE L HOTEL DE VILLE";"4";"106.63386158"
"QUAI DE L HOTEL DE VILLE";"4";"7.53486601"
"RUE SAINT JACQUES";"5";"18.30058159"
"RUE MONGE";"5";"10.57243477"
"PONT DE L ARCHEVECHE";"4";"43.4496339"
"COURS ALBERT 1ER";"8";"6.15873572"
"COURS ALBERT 1ER";"8";"29.95545927"
"BOULEVARD MALESHERBES";"8";"42.27552038"
"BOULEVARD MALESHERBES";"8";"37.27635293"
"AVENUE DE LA PORTE D ORLEANS";"14";"25.10728949"
"RUE DE LA CERISAIE";"4";"26.75537518"
"QUAI DE LA RAPEE";"12";"11.94495072"
"BOULEVARD VINCENT AURIOL";"13";"10.04795579"
"RUE VAN GOGH";"12";"28.95336432"
"BOULEVARD SAINT-MARTIN";"3";"15.00572553"
"QUAI DE VALMY";"10";"28.33142339"
"BOULEVARD DE CHARONNE";"11";"35.07332065"
"RUE DE MONTREUIL";"11";"88.5261144"
"RUE DE MONTREUIL";"11";"78.36307289"
"RUE D ORADOUR SUR GLANE";"15";"20.04750313"
"RUE D ORADOUR SUR GLANE";"15";"176.81067363"
"RUE LOUIS ARMAND";"15";"8.08373362"
"QUAI D ISSY LES MOULINEAUX";"15";"99.38401034"
"RUE DE RENNES";"6";"10.13526406"
"QUAI DE VALMY";"10";"18.26899996"
"QUAI DE VALMY";"10";"30.82394838"
"BOULEVARD DE MAGENTA";"10";"13.67908521"
"RUE BLANCHE";"9";"56.71329885"
"RUE BLANCHE";"9";"13.90407136"
"BOULEVARD DE LA CHAPELLE";"10";"26.89411566"
"BOULEVARD MONTMARTRE";"2";"14.82361421"
"AVENUE DAUMESNIL";"12";"17.32787142"
"Rue du Commandant L'Herminier";"20";"248.88520924"
"RUE DE LOURMEL";"15";"80.65452704"
"RUE DE ROME";"8";"255.174202"
"BOULEVARD DE MAGENTA";"10";"87.86647229"
"BOULEVARD DE MAGENTA";"10";"83.66078011"
"BOULEVARD DE MAGENTA";"10";"57.54565326"
"RUE D AUBERVILLIERS";"18";"18.88656127"
"RUE DE CLERY";"2";"151.70423272"
"BOULEVARD DES BATIGNOLLES";"8";"6.614588"
"RUE D AUBERVILLIERS";"18";"153.0619979"
"RUE D AUBERVILLIERS";"18";"45.46922146"
"RUE DE PROVENCE";"9";"23.6264166"
"QUAI DE SEINE";"19";"866.25729615"
"AVENUE LEDRU-ROLLIN";"12";"146.15014731"
"AVENUE LEDRU-ROLLIN";"12";"23.28003357"
"CARREFOUR DES CASCADES";"16";"18.46083638"
"BOULEVARD DES BATIGNOLLES";"8";"212.2325525"
"BOULEVARD DE CLICHY";"18";"24.45665784"
"BOULEVARD DE CLICHY";"18";"29.33105834"
"AVENUE DAUMESNIL";"12";"67.45173263"
"QUAI DE JEMMAPES";"10";"85.66829311"
"BOULEVARD DE LA VILLETTE";"10";"15.36252792"
"BOULEVARD DE MAGENTA";"10";"71.78036946"
"BOULEVARD DE MAGENTA";"10";"7.64351267"
"QUAI BRANLY";"15";"19.47994555"
"BOULEVARD MASSENA";"13";"10.10499735"
"BOULEVARD MASSENA";"13";"149.35029347"
"BOULEVARD MASSENA";"13";"12.74933712"
"AVENUE DE LA PORTE DE VITRY";"13";"39.5375371"
"RUE DE ROME";"17";"7.56538363"
"BOULEVARD GARIBALDI";"15";"30.53806195"
"BOULEVARD GARIBALDI";"15";"7.89732509"
"BOULEVARD DE LA VILLETTE";"10";"7.1723531"
"BOULEVARD DE LA VILLETTE";"10";"80.31453666"
"PLACE NATIONALE";"13";"3.44466842"
"PLACE NATIONALE";"13";"5.25561863"
"BOULEVARD DE LA BASTILLE";"12";"11.82522584"
"BOULEVARD DE GRENELLE";"15";"8.260326"
"BOULEVARD DE GRENELLE";"15";"8.71120409"
"BOULEVARD DE GRENELLE";"15";"18.08839209"
"Place Léon Blum";"11";"23.00880932"
"RUE GEOFFROY MARIE";"9";"151.87578728"
"BOULEVARD DE MAGENTA";"10";"127.24334933"
"RUE BLANCHE";"9";"139.19439997"
"BOULEVARD DE CLICHY";"9";"16.75249811"
"QUAI ANDRE CITROEN";"15";"11.99506146"
"RUE BAILLEUL";"1";"25.08404012"
"RUE CLAUDE DECAEN";"12";"65.74501537"
"RUE CHARLES HERMITE";"18";"14.33616334"
"RUE GASTON DARBOUX";"18";"70.18430415"
"AVENUE DE LA PORTE DE MONTMARTRE";"18";"8.0768216"
"RUE HENRI HUCHARD";"18";"92.78866644"
"AVENUE DE VILLIERS";"17";"112.50415046"
"BOULEVARD MACDONALD";"19";"10.71835828"
"RUE D ANNAM";"20";"214.00295116"
"AVENUE DE GRAVELLE";"12";"14.24611822"
"AVENUE DE GRAVELLE";"12";"29.71670531"
"RUE CURIAL";"19";"8.52062964"
"AVENUE DE LA PORTE DE VINCENNES";"12";"13.53788684"
"BOULEVARD MORTIER";"20";"280.26871188"
"RUE DAMREMONT";"18";"18.77332425"
"RUE THEODORE DE BANVILLE";"17";"173.63038603"
"BOULEVARD D ALGERIE";"19";"688.45826141"
"RUE MARIOTTE";"17";"46.79965683"
"RUE MARIOTTE";"17";"19.7712676"
"BOULEVARD D INDOCHINE";"19";"89.06275123"
"AVENUE DE LA PORTE BRUNET";"19";"6.26917468"
"RUE BELGRAND";"20";"18.89769428"
"AVENUE IBSEN";"20";"134.29001695"
"RUE DE LA TOMBE ISSOIRE";"14";"28.47683378"
"BOULEVARD DE LA GUYANE";"12";"12.66467589"
"PONT NATIONAL";"12";"112.32666791"
"AVENUE DE LA PORTE DES POISSONNIERS";"18";"5.0290345"
"BOULEVARD SERURIER";"19";"639.88092486"
"RUE MOUNET-SULLY";"20";"17.03438611"
"AVENUE DE LA PORTE DES POISSONNIERS";"18";"41.51694748"
"AVENUE DE GRAVELLE";"12";"31.72676385"
"BOULEVARD MORTIER";"20";"12.30687366"
"BOULEVARD MORTIER";"20";"112.70203971"
"AVENUE DAUMESNIL";"12";"159.57746195"
"BOULEVARD SERURIER";"19";"45.5810116"
"BOULEVARD D ALGERIE";"19";"26.2603023"
"PORTE DE VINCENNES";"20";"43.21740732"
"AVENUE DE LA PORTE DE VINCENNES";"12";"39.86584981"
"AVENUE COURTELINE";"12";"19.6553673"
"RUE EUGENE REISZ";"20";"88.98844762"
"AVENUE LEON GAUMONT";"20";"313.08265593"
"RUE DE LAGNY";"20";"4.69553056"
"COURS DE VINCENNES";"12";"32.68807382"
"COURS DE VINCENNES";"12";"31.42921024"
"BOULEVARD SOULT";"12";"13.98277874"
"BOULEVARD DE MENILMONTANT";"20";"34.71160741"
"BOULEVARD MACDONALD";"19";"37.55522062"
"BOULEVARD DAVOUT";"20";"70.88587183"
"RUE DAUPHINE";"6";"279.92667508"
"RUE DE LAGNY";"20";"6.8990871"
"AVENUE DAUMESNIL";"12";"146.14275638"
"AVENUE DAUMESNIL";"12";"15.71629482"
"AVENUE DAUMESNIL";"12";"9.4325092"
"RUE DUGOMMIER";"12";"8.61548184"
"AVENUE DAUMESNIL";"12";"48.07834561"
"RUE LOUIS LUMIERE";"20";"125.78294481"
"BOULEVARD BARBES";"18";"88.42992437"
"Place Jacques et Thérèse Tréfouel";"15";"10.43076489"
"AVENUE DAUMESNIL";"12";"63.54608367"
"RUE CHAMPIONNET";"18";"37.73315252"
"BOULEVARD PONIATOWSKI";"12";"47.80810746"
"PLACE FELIX EBOUE";"12";"22.34747287"
"Rue Lagrange";"5";"10.53467076"
"Place Skanderbeg";"19";"14.57017534"
"Rue Aimé Lavy";"18";"5.47404619"
"AVENUE DE LA PORTE DE CHARENTON";"12";"141.37967341"
"RUE ALEXANDER FLEMING";"19";"13.64611144"
"AVENUE DE LA PORTE DE CHAUMONT";"19";"106.02026731"
"BOULEVARD MALESHERBES";"17";"55.74719221"
"AVENUE DE LA PORTE DE LA CHAPELLE";"18";"223.10380814"
"Boulevard Ney";"18";"491.92519633"
"PLACE DE LA PORTE DE PANTIN";"19";"52.08858408"
"RUE DE LA MARSEILLAISE";"19";"20.61333837"
"BOULEVARD DAVOUT";"20";"4.1379929"
"BOULEVARD DE BERCY";"12";"21.18566952"
"PLACE DU MARECHAL JUIN";"17";"13.0718945"
"RUE EDOUARD PAILLERON";"19";"132.68683666"
"RUE CARDINET";"17";"50.57724724"
"Quai de la Tournelle";"5";"97.24790846"
"Quai de la Tournelle";"5";"21.47521625"
"Quai de la Tournelle";"5";"25.28758259"
"Avenue de la Grande Armée";"17";"39.14227398"
"Rue Saint-Antoine";"4";"4.5205904"
"Boulevard Arago";"13";"4.36010174"
"AVENUE DE LA PORTE DE VITRY";"13";"3.33125731"
"RUE DE LOURMEL";"15";"16.24885842"
"PLACE FELIX EBOUE";"12";"79.46225512"
"AVENUE JEAN JAURES";"19";"5.55175305"
"BOULEVARD MORTIER";"20";"11.51237696"
"RUE PIERRE FONTAINE";"9";"16.72985677"
"BOULEVARD DE COURCELLES";"8";"85.64029192"
"BOULEVARD DE COURCELLES";"17";"19.76812713"
"Place Skanderbeg";"18";"43.40813098"
"Avenue des Champs-Elysées";"8";"7.39863469"
"Avenue des Champs-Elysées";"8";"8.1770187"
"Rue de Rivoli";"4";"37.81751561"
"Boulevard Arago";"14";"18.86799522"
"BOULEVARD SAINT-DENIS";"3";"27.80498323"
"BOULEVARD DE CHARONNE";"20";"19.9180654"
"PONT DE BERCY";"12";"5.55241069"
"Quai de Montebello";"5";"20.73046594"
"Boulevard Arago";"14";"4.40633192"
"Rue du Général Niox";"16";"8.69711947"
"";"16";"54.48851718"
"Rue de Lourmel";"15";"97.70699201"
"RUE FRIANT";"14";"10.50739606"
"ESPLANADE SAINT-LOUIS";"12";"12.11489579"
"BOULEVARD SOULT";"12";"11.79982289"
"Quai Branly";"15";"378.64365168"
"Avenue de Clichy";"17";"6.2755934"
"Avenue de Clichy";"17";"4.87356878"
"Avenue de Clichy";"17";"12.43668538"
"Avenue de Clichy";"17";"17.12087467"
"Avenue de Clichy";"17";"12.33985435"
"RUE CARDINET";"17";"13.91639338"
"Rue Riquet";"18";"239.87234059"
"Rue Francis de Croisset";"18";"11.48477579"
"Rue Jean Cocteau";"18";"5.34104467"
"Rue des Bois";"19";"139.37605378"
"Avenue de Clichy";"17";"5.42059522"
"Rue de Montagne de la Fage";"15";"24.86099267"
"Rond-pont du Pont Mirabeau";"15";"20.70056194"
"AVENUE DE LA PORTE DE BAGNOLET";"20";"35.17309195"
"RUE CURIAL";"19";"29.87769463"
"Rue Augustin Thierry";"19";"133.86038195"
"RUE GUYNEMER";"6";"30.43739549"
"Place des Insurgés de Varsovie";"15";"8.87202457"
"Place des Insurgés de Varsovie";"15";"6.0540819"
"BOULEVARD DE MAGENTA";"10";"8.13590727"
"AVENUE DE LA PORTE DE CHAMPERRET";"17";"12.12500156"
"AVENUE DE LA PORTE DE LA CHAPELLE";"18";"262.96168529"
"RUE DE LA PROVIDENCE";"13";"17.53973407"
"Boulevard Vincent Auriol";"13";"280.95766077"
"Rue du Pré Saint-Germais";"19";"15.04320608"
"Rue Louis Blanc";"10";"21.40116365"
"Place des Insurgés de Varsovie";"15";"4.65490833"
"RUE LEON FROT";"11";"9.10556157"
"Rue Van Gogh";"12";"9.6795478"
"Souterrain Van Gogh";"12";"320.09243853"
"Rue Linois";"15";"9.95551508"
"Rue Linois";"15";"39.47510886"
"Rue Jean Rey";"15";"279.06049766"
"Rue Marcadet";"18";"48.72148879"
"Rue Lecourbe";"15";"42.70729659"
"Rue Didot";"14";"21.04753011"
"Rue Didot";"14";"5.33200981"
"Rue de Crimée";"19";"222.41845115"
"Avenue de Clichy";"17";"29.12175281"
"Avenue de Clichy";"17";"8.92949515"
"Avenue de Clichy";"17";"11.24551859"
"Rue Saint-Antoine";"4";"5.58814646"
"Rue de Rivoli";"4";"16.87653246"
"Rue de Rivoli";"1";"352.92987548"
"Boulevard Voltaire";"11";"13.89979089"
"Boulevard de Reuilly";"12";"7.09790469"
"Rue des Plantes";"14";"5.09982881"
"Rue Raymond Losserand";"14";"37.50111614"
"Route des Sablons à la Porte Maillot";"16";"32.32523997"
"Boulevard Voltaire";"11";"42.59325462"
"Boulevard Voltaire";"11";"10.50299139"
"Rue Froidevaux";"14";"22.00335923"
"Quai de la Gare";"13";"17.70193891"
"Avenue Franklin Delano Roosevelt";"8";"23.3964424"
"Avenue Franklin Delano Roosevelt";"8";"78.40929273"
"Rue de Tolbiac";"13";"20.74587714"
"Rue de Turbigo";"1";"14.71173801"
"Rue de Tolbiac";"13";"6.61199949"
"Rue de Presbourg";"16";"56.32085219"
"Rue d'Aubervilliers";"18";"69.01773091"
"";"20";"64.65534766"
"Boulevard Bessières";"17";"43.35813327"
"Rue de Magenta";"19";"10.47158299"
"Rue de Magenta";"19";"4.06814067"
"BOULEVARD DE LA CHAPELLE";"10";"16.74903307"
"Rue de Rivoli";"4";"18.73276826"
"Rue de Rivoli";"4";"5.83716648"
"Rue de Rivoli";"4";"6.74451767"
"Rue de Magenta";"19";"20.13100212"
"RUE NOTRE DAME DE LORETTE";"9";"131.955804"
"Place Léon Blum";"11";"13.66495789"
"BOULEVARD PASTEUR";"15";"18.20781976"
"Place de la Bastille";"11";"15.29665808"
"Place de la Bastille";"11";"26.71309641"
"PLACE DE LA REPUBLIQUE";"3";"22.69781915"
"RUE AMELOT";"11";"123.45313081"
"Avenue de Flandre";"10";"13.82166195"
"Avenue des Champs-Elysées";"8";"14.76806007"
"Avenue des Champs-Elysées";"8";"25.70448333"
"Boulevard Voltaire";"11";"7.489437"
"Boulevard Voltaire";"11";"6.37786998"
"Boulevard Voltaire";"11";"16.92937158"
"Rue des Lilas";"19";"132.79100932"
"Boulevard Berthier";"17";"19.0711872"
"Boulevard Berthier";"17";"63.81593193"
"Rue de Dunkerque";"9";"353.27659904"
"RUE RIQUET";"19";"209.54022879"
"AVENUE D ITALIE";"13";"18.05351207"
"AVENUE D ITALIE";"13";"23.39210525"
"AVENUE D ITALIE";"13";"5.44837114"
"AVENUE D ITALIE";"13";"16.51119721"
"PLACE D ITALIE";"13";"69.77946589"
"RUE NATIONALE";"13";"107.98609478"
"RUE NATIONALE";"13";"17.07537729"
"RUE NATIONALE";"13";"53.09708643"
"PLACE VALHUBERT";"13";"17.85296127"
"Boulevard Bessières";"17";"16.74976701"
"PONT DE BERCY";"12";"4.63114466"
"QUAI PANHARD ET LEVASSOR";"13";"41.96277057"
"PLACE DE LA CONCORDE";"8";"32.79722479"
"BOULEVARD MALESHERBES";"8";"32.8307365"
"AVENUE DE FRANCE";"13";"8.41379245"
"BOULEVARD LEFEBVRE";"15";"8.34238276"
"BOULEVARD LEFEBVRE";"15";"10.91567392"
"BOULEVARD LEFEBVRE";"15";"24.23006357"
"BOULEVARD EXELMANS";"16";"266.47922365"
"BOULEVARD EXELMANS";"16";"22.82877"
"BOULEVARD BRUNE";"14";"77.55232694"
"BOULEVARD MASSENA";"13";"4.98888829"
"BOULEVARD MASSENA";"13";"19.33190549"
"BOULEVARD KELLERMANN";"13";"215.25091781"
"BOULEVARD KELLERMANN";"13";"12.84767825"
"PONT ALEXANDRE III";"7";"73.21066101"
"BOULEVARD RASPAIL";"14";"99.63973427"
"PONT DE LA CONCORDE";"7";"86.24349631"
"RUE VERCINGETORIX";"14";"197.83008421"
"RUE VERCINGETORIX";"14";"378.61598467"
"AVENUE FOCH";"16";"552.53967807"
"BOULEVARD PASTEUR";"15";"50.33726619"
"RUE FRIANT";"14";"43.49292576"
"RUE FRIANT";"14";"7.84641014"
"BOULEVARD DE L AMIRAL BRUIX";"16";"11.49624292"
"AVENUE DE MALAKOFF";"16";"4.20402317"
"BOULEVARD DE L AMIRAL BRUIX";"16";"265.39424109"
"BOULEVARD THIERRY DE MARTEL";"16";"14.58698629"
"BOULEVARD THIERRY DE MARTEL";"16";"3.15690732"
"Place de Colombie";"16";"140.80021406"
"AVENUE INGRES";"16";"135.04382593"
"PONT D IENA";"16";"64.26325953"
"BOULEVARD LANNES";"16";"3.06166285"
"ROUTE DE LA MUETTE A NEUILLY";"16";"98.95850705"
"AVENUE GEORGES MANDEL";"16";"19.65540839"
"PONT MIRABEAU";"15";"105.59212095"
"BOULEVARD SUCHET";"16";"31.58802588"
"AVENUE DE NEW YORK";"16";"783.78938355"
"ALLEE DE LA REINE MARGUERITE";"16";"15.1293987"
"ALLEE DE LONGCHAMP";"16";"101.72584862"
"BOULEVARD AUGUSTE BLANQUI";"13";"6.64382389"
"BOULEVARD AUGUSTE BLANQUI";"13";"7.04505057"
"BOULEVARD AUGUSTE BLANQUI";"13";"14.96630443"
"RUE DES CINQ DIAMANTS";"13";"10.79754545"
"BOULEVARD AUGUSTE BLANQUI";"13";"10.77656767"
"BOULEVARD AUGUSTE BLANQUI";"13";"14.99435045"
"BOULEVARD AUGUSTE BLANQUI";"13";"12.69211252"
"AVENUE DENFERT ROCHEREAU";"14";"40.08217045"
"BOULEVARD SAINT JACQUES";"14";"15.96002348"
"BOULEVARD SAINT JACQUES";"14";"65.51176006"
"BOULEVARD SAINT JACQUES";"14";"25.92246669"
"RUE DE LA TOMBE ISSOIRE";"14";"11.90230445"
"RUE HALLE";"14";"4.86701966"
"RUE DU COMMANDEUR";"14";"43.08170382"
"RUE DU COMMANDEUR";"14";"23.43451511"
"RUE DU COMMANDEUR";"14";"5.5520321"
"RUE DU COMMANDEUR";"14";"6.33922"
"RUE DU PERE CORENTIN";"14";"22.48784584"
"AVENUE LUCIEN DESCAVES";"14";"178.07920223"
"AVENUE ANDRE RIVOIRE";"14";"100.10630539"
"QUAI DE L HOTEL DE VILLE";"4";"7.58865362"
"QUAI DES CELESTINS";"4";"6.65810656"
"BOULEVARD DES INVALIDES";"7";"156.05757695"
"QUAI DE L HOTEL DE VILLE";"4";"6.09592755"
"RUE SAINT JACQUES";"5";"38.84460118"
"RUE MONGE";"5";"39.87287147"
"RUE DU CLOITRE NOTRE DAME";"4";"227.5648375"
"BOULEVARD BOURDON";"4";"614.56444093"
"COURS ALBERT 1ER";"8";"19.82585089"
"RUE DE ROME";"8";"18.80076669"
"BOULEVARD MALESHERBES";"8";"32.15491957"
"BOULEVARD MALESHERBES";"8";"20.45155389"
"PLACE DES TERNES";"8";"37.45484662"
"PLACE DES TERNES";"17";"16.03585739"
"PLACE DES TERNES";"17";"21.95025911"
"BOULEVARD DE COURCELLES";"8";"18.7032679"
"RUE JONAS";"13";"27.73047434"
"QUAI DE LA RAPEE";"12";"24.03043503"
"RUE LOUIS ARMAND";"15";"20.81400882"
"RUE AMELOT";"11";"111.45930237"
"BOULEVARD DE MAGENTA";"10";"13.26252745"
"RUE SAINT HIPPOLYTE";"13";"84.15282583"
"RUE VIVIENNE";"2";"97.97352684"
"BOULEVARD DES BATIGNOLLES";"8";"55.34424893"
"AVENUE DAUMESNIL";"12";"21.79696714"
"BOULEVARD RICHARD LENOIR";"11";"150.12011127"
"QUAI DE JEMMAPES";"10";"7.17053337"
"QUAI DE JEMMAPES";"10";"24.6264428"
"RUE DU CHATEAU D EAU";"10";"135.37621465"
"QUAI DE JEMMAPES";"10";"17.99738592"
"RUE DE LOURMEL";"15";"11.53413192"
"AVENUE D ITALIE";"13";"30.54315985"
"AVENUE D ITALIE";"13";"25.8490271"
"BOULEVARD DE MAGENTA";"10";"22.55125246"
"BOULEVARD DE MAGENTA";"10";"17.38286099"
"BOULEVARD GARIBALDI";"15";"5.54366579"
"BOULEVARD DE LA CHAPELLE";"10";"16.73625632"
"RUE D AUBERVILLIERS";"18";"33.12201916"
"PLACE DE LA BATAILLE STALINGRAD";"19";"187.94544345"
"BOULEVARD DE LA VILLETTE";"10";"23.09509119"
"BOULEVARD DIDEROT";"12";"56.82676834"
"BOULEVARD DES BATIGNOLLES";"8";"6.57005583"
"BOULEVARD DE MAGENTA";"10";"168.25015378"
"BOULEVARD DE MAGENTA";"10";"9.13578471"
"BOULEVARD GARIBALDI";"15";"21.41577287"
"AVENUE DE LA PORTE DE VITRY";"13";"17.40100439"
"QUAI D IVRY";"13";"24.11669048"
"RUE DE ROME";"17";"6.78224954"
"BOULEVARD GARIBALDI";"15";"6.18107411"
"BOULEVARD GARIBALDI";"15";"26.04771187"
"BOULEVARD GARIBALDI";"15";"35.42441877"
"BOULEVARD GARIBALDI";"15";"13.54098123"
"PLACE DE LA RESISTANCE";"7";"12.2560537"
"RUE DU TEMPLE";"3";"24.9683124"
"PLACE DE LA REPUBLIQUE";"3";"78.65944468"
"BOULEVARD DE LA BASTILLE";"12";"12.56796847"
"BOULEVARD SOULT";"12";"5.16540739"
"AVENUE DE LA PORTE DE VITRY";"13";"15.4797125"
"AVENUE DE LA PORTE DE VITRY";"13";"10.24673679"
"BOULEVARD DE BELLEVILLE";"11";"34.67539026"
"BOULEVARD DE GRENELLE";"15";"15.09321665"
"RUE LAMARTINE";"9";"42.04405442"
"BOULEVARD DE MAGENTA";"10";"177.96044031"
"PASSAGE DU BUISSON SAINT-LOUIS";"10";"20.13318421"
"RUE DEGUERRY";"11";"32.4415459"
"RUE ABEL RABAUD";"11";"30.17924841"
"RUE DES HALLES";"1";"124.61813049"
"BOULEVARD DE LA CHAPELLE";"18";"17.09152466"
"PORTE D AUBERVILLIERS";"19";"29.06289268"
"BOULEVARD MACDONALD";"19";"210.01251963"
"AVENUE DE LA PORTE DE MONTMARTRE";"18";"85.53034617"
"AVENUE DE FONTENAY";"12";"133.10245462"
"BOULEVARD DE LA CHAPELLE";"18";"189.57275944"
"BOULEVARD DE LA CHAPELLE";"18";"104.87653183"
"BOULEVARD DE LA CHAPELLE";"18";"71.52561208"
"BOULEVARD MACDONALD";"19";"128.30893421"
"AVENUE DE LA PORTE DES POISSONNIERS";"18";"8.3193703"
"Boulevard Ney";"18";"1911.77222886"
"AVENUE DE GRAVELLE";"12";"11.45464009"
"BOULEVARD DE LA CHAPELLE";"18";"21.58120259"
"BOULEVARD DE LA CHAPELLE";"18";"21.70006203"
"BOULEVARD DE LA CHAPELLE";"18";"9.48191359"
"RUE CURIAL";"19";"40.18018335"
"RUE CURIAL";"19";"36.26538485"
"BOULEVARD DE BERCY";"12";"11.41895475"
"BOULEVARD SOULT";"12";"275.52296384"
"RUE DAMREMONT";"18";"5.2013198"
"BOULEVARD DU FORT DE VAUX";"17";"29.89155661"
"RUE GUSTAVE FLAUBERT";"17";"67.91667194"
"Avenue Emilie Laurent";"12";"63.55920061"
"RUE MONGE";"5";"42.73516247"
"QUAI DES CELESTINS";"4";"5.8087139"
"RUE JACQUES KELLNER";"17";"27.56148165"
"BOULEVARD CARNOT";"12";"107.12349039"
"BOULEVARD DE LA VILLETTE";"19";"39.24161497"
"AVENUE CORENTIN CARIOU";"19";"97.7851945"
"AVENUE CORENTIN CARIOU";"19";"20.21972117"
"RUE LEON FRAPIE";"20";"10.20962177"
"BOULEVARD DE LA VILLETTE";"19";"65.8205384"
"BOULEVARD DE LA VILLETTE";"19";"16.93798125"
"BOULEVARD DE MENILMONTANT";"20";"33.04557795"
"RUE DU POLE NORD";"18";"12.9497946"
"BOULEVARD MORTIER";"20";"4.65665069"
"PLACE DE LA PORTE DE BAGNOLET";"20";"25.53367"
"RUE TRUFFAUT";"17";"211.26581965"
"RUE DE CLIGNANCOURT";"18";"138.69385434"
"BOULEVARD SERURIER";"19";"40.9807468"
"BOULEVARD DE GUYANE";"12";"7.51841628"
"BOULEVARD MORTIER";"20";"116.92498677"
"Boulevard Bessières";"17";"51.23694498"
"Boulevard Bessières";"17";"17.06688099"
"Boulevard Bessières";"17";"12.83804935"
"Place Auguste Baron";"19";"19.45148232"
"QUAI D IVRY";"13";"133.43143487"
"Place Skanderbeg";"19";"14.63897351"
"BOULEVARD RICHARD LENOIR";"11";"151.25207773"
"Boulevard Voltaire";"11";"27.22978819"
"Place Léon Blum";"11";"23.19602547"
"Rue Fernand Widal";"13";"32.04923924"
"Quai de Montebello";"5";"17.26953571"
